ft_facility_code,UTM_lat,UTM_long,latitude,longitude
1015-0014,0563245,8790164,-10.903884013168195,33.57873728616536
1015-0015,0581196,8786293,-10.938766578019639,33.74308004112783
1015-0016,0595390,8781346,-10.983345181211082,33.87310001651229
1015-0017,0630656,8809826,-10.726704504660754,34.19482595290266
1015-0018,0627010,8813568,-10.69298407556645,34.16136034569189
1015-0019,0632518,8800754,-10.80845508328624,34.21217763737529
1015-0020,0593227,8781755,-10.979659581652255,33.85329314608554
1015-0021,0593277,8781755,-10.979659581886262,33.85375075349805
1016-0002,0729672,8329190,-15.057420345476242,35.136375025676706
1016-0003,0722671,8321829,-15.123737229360794,35.07192563962989
1016-0004,0721805,8820984,-10.626158940195136,35.02741349479085
1016-0005,0726327,8312837,-15.204748948752112,35.1067293383676
1016-0006,0703357,8315846,-15.177638211350558,34.89276353169119
1016-0007,0706640,8334705,-15.00773187069479,34.921781348857174
1016-0008,0720898,8350536,-14.865105296365615,35.052969736387325
1016-0009,0733582,8357935,-14.798445578026799,35.1701289246571
1016-0010,0709693,8342480,-14.937684214376999,34.94952995381749
1016-0011,0709693,8342480,-14.937684214376999,34.94952995381749
1016-0012,0734229,8355787,-14.817797967943665,35.176329801986164
1016-0013,0735494,8340433,-14.95612873996664,35.18947203746458
1016-0014,0739473,8356881,-14.807942176974201,35.2249277916776
1016-0015,0735023,8348301,-14.88524271044149,35.1843802160611
1016-0016,0724974,8333434,-15.019184257615084,35.09232350500011
1016-0017,0723263,8338566,-14.972948055053509,35.07597259998254
1017-0000,0739315,8333575,-15.017915398763964,35.22561600327829
1017-0001,0739315,8333575,-15.017915398763964,35.22561600327829
1017-0002,0767172,8353241,-14.840740209127658,35.48248707423105
1017-0003,0772185,8354702,-14.827578188813781,35.528881635239884
1017-0004,0760131,8317845,-15.159634573359646,35.42068688774987
1017-0005,0770666,8323653,-15.107310217633675,35.51803802872884
1017-0006,0767419,8315325,-15.182339038875318,35.48872663067737
1017-0007,0736642,8315719,-15.178785320157736,35.20242609750545
1017-0008,0801699,8372203,-14.669908529244044,35.80086057946896
1017-0009,0802309,8383511,-14.568028474000613,35.80522761396323
1017-0010,0787278,8366000,-14.725791693707325,35.667764676394405
1017-0011,0788997,8355927,-14.81654457734723,35.68482786466667
1017-0012,0768365,8331311,-15.038316438008362,35.49584271507954
1017-0013,0766355,8338070,-14.977421865917881,35.47646145518017
1017-0014,0776197,8368799,-14.700572091117012,35.564643490299545
1017-0015,0780556,8365166,-14.733304400028512,35.60547756450207
1017-0016,0764319,8343667,-14.926996010248894,35.45697082419983
1017-0017,0777034,8374372,-14.650362094295748,35.571824109142995
1017-0018,0784034,8383941,-14.56415073109548,35.63573374409186
1017-0019,0793969,8380545,-14.594749169774616,35.72822973785759
1017-0020,0791448,8373647,-14.656896633285346,35.705611644950025
1017-0021,0776784,8356143,-14.81459632035963,35.57142763650268
1017-0022,0785193,8349215,-14.877015261249827,35.65025095225966
1017-0023,0768290,8340740,-14.953367115469709,35.4941623388672
1017-0024,0788186,8343826,-14.925567582446,35.67864210262486
1017-0025,0800143,8344291,-14.921380663883971,35.78963425806369
1017-0026,0809384,8342376,-14.93863578630995,35.87567625437201
1017-0027,0781157,8346477,-14.901682326186762,35.61306995874216
1017-0028,0780053,8342740,-14.935350287601787,35.60322139068338
1017-0029,0776722,8340597,-14.95465683800872,35.572510271264605
1017-0030,0766624,8352435,-14.848001738681965,35.47748121123052
1017-0031,0762270,8363320,-14.749933024448241,35.435956468278626
1017-0032,0752213,8367558,-14.711749385093672,35.34219677788498
1017-0033,0757184,8334669,-15.008061388073955,35.39158720743173
1017-0034,0746636,8320750,-15.133460799958382,35.29489961983133
1018-0000,0744046,8398060,-14.43693806880867,35.263592360355936
1018-0001,0700909,8488857,-13.61886631141542,34.8570618744579
1018-0002,0707301,8486304,-13.641869375840805,34.91630724867554
1018-0003,0721291,8483125,-13.670513306666729,35.04582214567659
1018-0004,0731400,8455792,-13.916783832658682,35.14147637831603
1018-0005,0736012,8444595,-14.017668016229209,35.18508582013969
1018-0006,0736685,8437766,-14.079196349939616,35.19189809655822
1018-0007,0744520,8424317,-14.200370043195578,35.265614963380735
1018-0008,0747388,8412887,-14.3033517981122,35.293212564629975
1018-0009,0754625,8387055,-14.536090321977518,35.36270564217701
1018-0010,0752969,8381521,-14.585949189418345,35.347875308217624
1018-0011,0762474,8365143,-14.73350873754719,35.437667491533105
1018-0012,0778841,8394444,-14.46952181606422,35.58648202851933
1018-0013,0777494,8386422,-14.541796781875352,35.57483028127806
1018-0014,0768944,8372067,-14.671127786849137,35.497007807228144
1018-0015,0771977,8385299,-14.551913666978566,35.52378927934236
1018-0016,0788048,8397681,-14.440359213546804,35.67147168594959
1018-0017,0778756,8398088,-14.43669063857396,35.585315213330276
1018-0018,0780500,8409672,-14.332322745846986,35.600272294724014
1018-0019,0773360,8408464,-14.343205303730615,35.53425231188679
1018-0020,0744046,8398060,-14.43693806880867,35.263592360355936
1018-0021,0769796,8410888,-14.321365215360403,35.50099216558307
1018-0022,0763340,8411037,-14.32002182563506,35.44117006963034
1018-0023,0758495,8417280,-14.26377342103105,35.39569023056831
1018-0024,0734752,8380949,-14.591100586443051,35.17893945812676
1018-0025,0744504,8459217,-13.88592616225744,35.262381851460944
1018-0026,0752383,8447876,-13.988108414635981,35.336269611190815
1018-0027,0763785,8431293,-14.13752015026018,35.443333105541655
1018-0028,0766383,8424819,-14.195849920985896,35.46801091042263
1018-0029,0775554,8415768,-14.277398644275557,35.55383536782922
1018-0030,0756976,8404575,-14.378241646155894,35.38282702038419
1018-0031,0727297,8367981,-14.70793562734527,35.11089388965121
1018-0032,0723625,8378801,-14.610452085746607,35.075890854247845
1018-0033,0724263,8383961,-14.563962730654065,35.08137416299357
1018-0034,0719513,8393447,-14.478497166614131,35.03652834031161
1018-0035,0704452,8386660,-14.539644303451261,34.89737699092764
1018-0036,0712469,8373903,-14.654579958421932,34.97276946304228
1018-0037,0715107,8364707,-14.737431698807718,34.99800492600207
1018-0038,0735512,8368868,-14.69994499487891,35.18706766959893
1018-0039,0736147,8391109,-14.499563211406581,35.19097912341429
1018-0040,0736231,8410236,-14.327235340575378,35.1900767874392
1018-0041,0701607,8400081,-14.418725869140353,34.86997238127944
1018-0042,0696879,8425634,-14.188500215164057,34.824277748308916
1018-0043,0699057,8436844,-14.087500449693879,34.84363859144263
1018-0044,0720005,8429776,-14.151183274217868,35.03813878532402
1018-0045,0706241,8442359,-14.03781162748093,34.9097380256186
1018-0046,0731085,8414640,-14.287556029693784,35.14201704353112
1018-0047,0741818,8401247,-14.408224028792894,35.2426514354884
1018-0048,0696608,8411378,-14.316943129161421,34.82279803707174
1019-0000,0768252,8226910,-15.978874332039364,35.50609749285385
1019-0001,0768252,8226910,-15.978874332039364,35.50609749285385
1019-0002,0765018,8218446,-16.05512435225317,35.47684390900398
1019-0003,0769943,8213797,-16.09700697717958,35.523368329178446
1019-0004,0779395,8220108,-16.0401542824302,35.61091772302104
1019-0005,0785015,8219597,-16.044758883590614,35.663456587849474
1019-0006,0790439,8220568,-16.036012472109654,35.7139848468009
1019-0007,0795452,8222473,-16.01885179912192,35.76055384398383
1019-0008,0789587,8224944,-15.996589729667711,35.70549949945939
1019-0009,0786581,8225491,-15.991661275656906,35.67737232748152
1019-0010,0784037,8226397,-15.983498762646255,35.65351608394671
1019-0011,0766576,8240484,-15.856587729866582,35.48894629357892
1019-0012,0774512,8245926,-15.807562584751308,35.56237275557311
1019-0013,0767037,8255725,-15.719282604728445,35.491571386099444
1019-0014,0765415,8265766,-15.628822981323907,35.475358931315206
1019-0015,0753557,8260801,-15.673550957055893,35.36534961585008
1019-0016,0751554,8251618,-15.756280102691475,35.34762219676636
1019-0017,0749158,8244846,-15.817288290589019,35.32596989892845
1019-0018,0752778,8238882,-15.871017886514348,35.36036677142065
1019-0019,0748570,8230278,-15.948529603921182,35.321985830646014
1019-0020,0750884,8219677,-16.044032404652985,35.344700750814674
1019-0021,0750235,8212618,-16.107625250403036,35.33938168535494
1019-0022,0757211,8216921,-16.06886152650676,35.40409188630663
1019-0023,0760284,8220166,-16.039628479792704,35.432441401096455
1019-0024,0763677,8227490,-15.973648459396042,35.463321242145746
1019-0025,0760272,8229723,-15.953531190652479,35.43128946603063
1019-0026,0779617,8224880,-15.997164287394206,35.612432177182114
1020-0000,0783750,8250712,-15.764447530767795,35.647978504250936
1020-0001,0783621,8251033,-15.761555631811243,35.64673816870979
1020-0002,0780475,8248680,-15.78275307777521,35.61767346275441
1020-0003,0796103,8236813,-15.889665073222728,35.764862376242654
1020-0004,0794673,8244847,-15.817287222939756,35.750541612946776
1020-0005,0801572,8244853,-15.817234744586052,35.814882314136874
1020-0006,0796102,5250929,-42.75762553853144,36.61507351084626
1020-0007,0796272,8254317,-15.731972845120444,35.76430053660034
1020-0008,0797663,8256474,-15.712540794277976,35.777004921884505
1020-0009,0802397,8278088,-15.517820576134012,35.81847442672205
1020-0010,0787826,8260272,-15.678322538761725,35.684858631514174
1020-0011,0792475,8265469,-15.631503666474666,35.72756985114418
1020-0012,0773308,8254754,-15.728031375681939,35.55015012100572
1020-0013,0779857,8256106,-15.715852428738026,35.6110565666089
1020-0014,0771484,8268578,-15.603490582262726,35.53161085690604
1020-0015,0781798,8271957,-15.573050861535014,35.62733189378905
1020-0016,0775932,8278967,-15.509896181513996,35.571897975931456
1021-0000,0748297,8296221,-15.354448447839395,35.31275781710533
1021-0001,0748277,8295996,-15.356475508885048,35.312593939790155
1021-0002,0748277,8295996,-15.356475508885048,35.312593939790155
1021-0003,0747397,8297096,-15.346565306282809,35.30429325764831
1021-0004,0731937,8311461,-15.217146230459331,35.15904900634456
1021-0005,0738013,8304206,-15.282508827570433,35.21626339616599
1021-0006,0750417,8298378,-15.335015925821818,35.33227734680191
1021-0007,0727290,8304693,-15.27812022210703,35.1164219619818
1021-0008,0724871,8297475,-15.343148352896149,35.09455424579233
1021-0009,0734041,8296584,-15.351176450601079,35.18000768946183
1021-0010,0737396,8297365,-15.344140651131543,35.211167741429385
1021-0011,0740407,8287623,-15.431908164110885,35.240135097803424
1021-0012,0750770,8256754,-15.710009950616351,35.339781463964115
1021-0013,0742488,8278290,-15.515990402918147,35.2604267484523
1021-0014,0742263,8273765,-15.556756429795916,35.25877402387469
1021-0015,0754449,8276793,-15.529478545524242,35.372011834509884
1021-0016,0760201,8266448,-15.6226780213816,35.42669065270017
1021-0017,0762943,8286780,-15.439505876878314,35.45008479320708
1021-0018,0773072,8292735,-15.385858065734373,35.543748782433845
1021-0019,0770026,8288589,-15.423209480154329,35.51584256437965
1021-0020,0763076,8299328,-15.32645898253004,35.45000285311336
1021-0021,0366258,8505970,-13.464674170678487,31.764450575690343
1021-0022,0762344,8314561,-15.189221340772264,35.441606330475665
1021-0023,0752716,8317198,-15.165462547761344,35.351792118531634
1021-0024,0759697,8014052,-17.89635594062601,35.4509000849831
1021-0025,0757656,8309217,-15.237366088920641,35.398547239902456
1021-0026,0753493,8307386,-15.253861417177307,35.36000099103494
1021-0027,0749761,8297010,-15.347340397846896,35.32630752873774
1021-0028,0749441,8247125,-15.796756990120835,35.328375728814216
1021-0029,0751095,8297044,-15.347034260341694,35.33872177371397
1021-0030,0749030,8297305,-15.344682596278753,35.31947359322127
1021-0031,0747788,8298131,-15.33724085561868,35.30783068075781
1021-0032,0739984,8286847,-15.438899197947025,35.23627049483279
1021-0033,0756038,8300683,-15.31425050497459,35.38436171264453
1021-0034,0745947,8301413,-15.307672466228784,35.29037245558029
1021-0035,0773228,8280971,-15.491841483324105,35.54649171253784
1021-0036,0753268,8297108,-15.346457963267595,35.35894257724588
1021-0037,0779742,8303991,-15.284451847511143,35.6045814681252
1021-0038,0801026,8314271,-15.191841175903425,35.80136138558472
1021-0039,0803154,8306965,-15.257663227365521,35.82202277999125
1021-0040,0805483,8293337,-15.380441120512316,35.84534065252481
1022-0001,0715996,8251717,-15.75538429507856,35.01592912512437
1022-0002,0712280,8255371,-15.722465244403077,34.98094355775888
1022-0003,0710895,8254705,-15.728465103890708,34.968082212854995
1022-0004,0711316,8252992,-15.743897487696634,34.9721579537468
1022-0005,0718473,8254557,-15.729799073263019,35.03878208608107
1022-0006,0717134,8245799,-15.808699276014337,35.02707480746483
1022-0007,0704229,8233694,-15.917750847927476,34.907672862807
1022-0008,0708764,8239573,-15.86478802130217,34.94950660349361
1022-0009,0709448,8243969,-15.825184949388401,34.95551035292666
1022-0010,0722818,8249420,-15.776078460627682,35.07978090647199
1022-0011,0719771,8250242,-15.768672827060401,35.05127909324728
1022-0012,0701980,8254769,-15.727887857908051,34.884914807683714
1022-0013,0696455,8248578,-15.783661888481165,34.83387387368341
1022-0014,0700535,8266520,-15.62202306773472,34.870471631126186
1022-0015,0701649,8278445,-15.514590191314403,34.879882835241034
1022-0016,0706764,8267745,-15.610987457586798,34.92844564325738
1022-0017,0711186,8265219,-15.633744593843412,34.96988863914067
1022-0018,0709618,8251361,-15.758590953279809,34.95645815352095
1022-0019,0715480,8249780,-15.77283457820964,35.01128704665611
1022-0020,0719418,8250386,-15.767375507060736,35.0479728079639
1022-0021,0716247,8269464,-15.595501690095158,35.01670196511281
1022-0022,0722941,8270878,-15.58276350557577,35.07897251937556
1022-0023,0717726,8282072,-15.481915467247813,35.02937773004955
1022-0024,0722471,8286776,-15.439537027503635,35.073163132996875
1022-0025,0716015,8294025,-15.374229190551636,35.012400241751386
1022-0026,0708423,8288974,-15.419733783106265,34.94212444194118
1022-0027,0720142,8260221,-15.678772367438029,35.05383923379465
1022-0028,0714546,8252253,-15.750555372804865,35.00235471449129
1022-0029,0716515,8251910,-15.753645612596502,35.02075370057364
1022-0030,0714584,8254123,-15.733708625125708,35.00254439499209
1022-0031,0716356,8251121,-15.76075365988782,35.01934059218864
1022-0032,0719357,8250792,-15.763717869851018,35.047367076927905
1022-0033,0717253,8252992,-15.74389798879081,35.02754182717379
1022-0034,0718435,8251744,-15.755141267970489,35.03868000975622
1022-0035,0719061,8255691,-15.719582956748972,35.04416487008915
1022-0036,0716064,8260516,-15.676114353197374,35.01578411581657
1022-0037,0716559,8268621,-15.603096334681089,35.019684569137176
1022-0038,0714550,8252260,-15.75049231047243,35.0023914127919
1022-0039,0716436,8258062,-15.698222442237562,35.01947045983188
1022-0040,0715544,8250085,-15.7700868565517,35.011857097908596
1022-0041,0713567,8251001,-15.761834495643415,34.99333164634899
1022-0042,0722640,8248776,-15.781880199647537,35.0781792856574
1022-0043,0722245,8251692,-15.75561008325386,35.07422732205271
1022-0044,0716059,8253759,-15.73698801331631,35.016335589392604
1023-0000,0691744,8227955,-15.969451764348856,34.79155334758249
1023-0001,0691744,8227955,-15.969451764348856,34.79155334758249
1023-0002,,,
1023-0003,0705293,8169146,-16.499244199312432,34.923233957468156
1023-0004,0700414,8156281,-16.615138128682887,34.878665967135575
1023-0005,0711433,8172240,-16.471372286091746,34.98044726898842
1023-0006,0701952,8179593,-16.40513155501748,34.891035955520636
1023-0007,0699509,8202320,-16.200391973291943,34.866231044003
1023-0008,0673570,8219796,-16.042953667560855,34.62238975403219
1023-0009,0664376,8226558,-15.98203573872313,34.53600909282656
1023-0010,0658854,8230222,-15.949027177478877,34.4841785297481
1023-0011,0698140,8213664,-16.09819685536641,34.852479666634466
1023-0012,0658049,8252507,-15.748263892163578,34.47520076846737
1023-0013,0646106,8252261,-15.750479733144916,34.36376539745742
1023-0014,0640127,8252739,-15.746173303654706,34.30794006855233
1023-0015,0639022,8243761,-15.827055456829322,34.298142553609104
1023-0016,0680451,8205888,-16.168247739967825,34.68774610424109
1023-0017,0679540,8214111,-16.094168835540405,34.678604646565574
1023-0018,0702127,8201855,-16.204581206304393,34.8907504508119
1023-0019,0704231,8203675,-16.188185523877976,34.9102662854135
1023-0020,0700968,8209499,-16.135718486405338,34.879262558962715
1023-0021,0698146,8205877,-16.168347899661967,34.85318745082135
1023-0022,0700888,8199907,-16.22213005018009,34.87933124406235
1023-0023,0701291,8185818,-16.34905297433679,34.88431057219313
1023-0024,0692307,8208353,-16.146041913848467,34.7983956697892
1023-0025,0689554,8186448,-16.34337676050727,34.77442711567596
1023-0026,0679605,8189939,-16.31192708321385,34.681055189919164
1023-0027,0684002,8177531,-16.423706079059887,34.72317707222284
1023-0028,0688102,8242178,-15.841318449338592,34.756424070145734
1023-0029,0699648,8222908,-16.0149197837436,34.86579780610961
1023-0030,0704807,8218761,-16.052279628380763,34.91434796092512
1023-0031,0709386,8214138,-16.093927541015685,34.95753751860059
1023-0032,0714855,8208752,-16.142449114236875,35.00913267593762
1023-0033,0719840,8200525,-16.216564248631407,35.056492789338705
1023-0034,0693185,8232208,-15.931137253743392,34.8046698969828
1023-0035,0649153,8241034,-15.851622993132157,34.392891438568896
1023-0036,0694256,8176748,-16.430760414829766,34.81923716410687
1023-0037,0699075,8200535,-16.216472464500633,34.862323790634576
1023-0038,0696397,8198806,-16.232048299728916,34.83742512437467
1024-0000,0732936,8262161,-15.66129618058393,35.17295761036665
1024-0001,0732936,8262161,-15.66129618058393,35.17295761036665
1024-0002,0732183,8252143,-15.751548046697744,35.166889582415536
1024-0003,0734808,8257442,-15.703809817397671,35.190864620872595
1024-0004,0739289,8263702,-15.647414012548175,35.232039578701894
1024-0005,0748433,8264630,-15.639054776443547,35.31718974662906
1024-0006,0741113,8268511,-15.604089833217147,35.24857193836765
1024-0007,0731149,8270148,-15.589340922649093,35.15554416588034
1024-0008,0727534,8273743,-15.556953012740143,35.12151791826049
1024-0009,0734556,8280308,-15.497809154940445,35.18633437758352
1024-0010,0728204,8258802,-15.691556899659425,35.12915031777245
1024-0011,0735789,8268061,-15.608143285760475,35.19899109674739
1024-0012,0740858,8255722,-15.71930595268942,35.24745275008068
1024-0013,0743064,8247619,-15.792305758638486,35.26883497015252
1024-0014,0747199,8233249,-15.921764121019942,35.30888058447567
1025-0000,0661845,8275996,-15.536651375348375,34.509072194239785
1025-0001,0649900,8261176,-15.670164844408712,34.39862347252579
1025-0002,0661845,8275996,-15.536651375348375,34.509072194239785
1025-0003,0659929,8290010,-15.410397737591929,34.49030813648903
1025-0004,0663081,8258458,-15.69465170750084,34.52175860189039
1026-0000,0677358,8304726,-15.277819438391264,34.65163332959467
1026-0001,0673193,8312398,-15.208700455261116,34.61233168584802
1026-0002,0676726,8289034,-15.419191326156298,34.6468570270722
1026-0003,0674541,8280597,-15.495201107865295,34.627094326093896
1026-0004,0682071,8275109,-15.544643289848448,34.697672327965314
1026-0005,0695698,8283402,-15.46993171862196,34.82403345470313
1026-0006,0686824,8288154,-15.427119870110223,34.74099295872796
1026-0007,0677373,8297576,-15.342235163123746,34.65227798012895
1026-0008,0672498,8293012,-15.383352768008171,34.607193733077324
1026-0009,0690347,8292741,-15.385795140887753,34.77346213335831
1026-0010,0708959,8301913,-15.303164229531745,34.94603653318598
1026-0011,0697438,8302458,-15.298253413340554,34.83873934358645
1026-0012,0677373,8297576,-15.342235163123746,34.65227798012895
1027-0001,0740618,8128487,-16.865521335221548,35.25828638838123
1027-0002,0740618,8128487,-16.865521335221548,35.25828638838123
1027-0003,0736358,8119960,-16.94233453462665,35.21922425984405
1027-0004,0736047,8108806,-17.04281244042644,35.21748537528777
1027-0005,0735848,8114238,-16.99387972203142,35.2150419603428
1027-0006,0729408,8106763,-17.061215421605322,35.15536033345727
1027-0007,0724907,8109842,-17.03347864680542,35.11278172319747
1027-0008,0724478,8119627,-16.94533293156903,35.10776967847166
1027-0009,0731421,8128873,-16.862043001188507,35.171975517541085
1027-0010,0745480,8138684,-16.77366388091596,35.30278322579079
1027-0011,0741992,8148929,-16.681372363079998,35.26899119938653
1027-0012,0734351,8154586,-16.630410668437374,35.19680520407044
1027-0013,0729962,8160588,-16.576341325475052,35.15508186143155
1027-0014,0725202,8166493,-16.523145613714753,35.10991774844356
1027-0015,0714585,8170245,-16.489344600339503,35.01014354133078
1027-0016,0718177,8145881,-16.708827351021053,35.046095341688144
1027-0017,0709686,8153493,-16.64025443213714,34.96580029203514
1027-0018,0731901,8172399,-16.469941945110218,35.172055323073664
1027-0019,0741099,8179482,-16.406135364172535,35.257422563017485
1027-0020,0730485,8175768,-16.439591959866696,35.15846415157898
1027-0021,0731811,8183761,-16.367586478783892,35.170078265611515
1027-0022,0729786,8183719,-16.367964617019588,35.151135256014186
1027-0023,0723906,8192900,-16.2852557727488,35.09523689900925
1028-0000,0729648,8222641,-16.01732774228941,35.14605402233027
1028-0001,0796482,8222641,-16.01733855218685,35.77014869951624
1028-0002,0741902,8226871,-15.979221852647905,35.260076747379465
1028-0003,0740734,8222529,-16.018337990584126,35.24960740336928
1028-0004,0742895,8219350,-16.046977225443,35.27011379695908
1028-0005,0743669,8209909,-16.13202907971691,35.278311773804816
1028-0006,0740084,8217776,-16.061156706625937,35.24401526866324
1028-0007,0722331,8238181,-15.877329568050103,35.07626989403637
1028-0008,0727191,8236633,-15.891275791409669,35.121779434600434
1028-0009,0733721,8241031,-15.851655398715192,35.18230685698494
1028-0010,0736094,8239151,-15.868592384543234,35.20463616589815
1028-0011,0736388,8236552,-15.892006503421907,35.20763485241682
1028-0012,0733412,8232675,-15.926933542185074,35.18023256901934
1028-0013,0722025,8221730,-16.025533993134164,35.07493631016873
1028-0014,0723534,8225809,-15.988787200946227,35.08865032927725
1028-0015,0726356,8230515,-15.946391913627847,35.11456100601844
1028-0016,0720932,9230155,-6.938713532990408,34.99959668753691
1028-0017,0724333,8216934,-16.068740365532328,35.0969469491273
1028-0018,0721912,8219315,-16.047290219849938,35.07410553289767
1028-0019,0722847,8216233,-16.07505537035288,35.08312892936184
1028-0020,0724330,8214754,-16.088379484779725,35.09712463195366
1028-0021,0725039,8208670,-16.143188787275555,35.10432685180051
1028-0022,0725542,8211268,-16.119784129861447,35.1087806799413
1028-0023,0728229,8206103,-16.166314518901945,35.13438928128977
1028-0024,0734181,8210065,-16.130622574563855,35.18963100691525
1028-0025,0729469,8204462,-16.18109795488597,35.14613931189312
1028-0026,0735090,8192553,-16.2883829812521,35.19987338477301
1028-0027,0738275,8188852,-16.32172434538934,35.23003790952323
1028-0028,0741804,8194182,-16.27370869085529,35.262497218463054
1028-0029,0714610,8223997,-16.00511035574533,35.00546676453093
1028-0030,0716840,8236960,-15.888328906656104,35.02512461080778
1028-0031,0713539,8219046,-16.049712825676192,34.995906136998656
1028-0032,0711662,8227177,-15.976462061731523,34.97764908660278
1028-0033,0717335,8228333,-15.966048342269367,35.03052578735471
1028-0034,0717345,8231176,-15.940436209923524,35.03036152961615
1028-0035,0727514,8245045,-15.815492984821237,35.124002233783095
1028-0036,0731484,8202386,-16.19980025028275,35.16517892153614
1028-0037,0735762,8194579,-16.27013151937819,35.20595456272553
1028-0038,0728826,8217579,-16.062930162632547,35.13886221760334
1028-0039,0730402,8224549,-16.000139012850045,35.152912552338016
1028-0040,0733378,8214116,-16.09412802987191,35.18172816664
1028-0041,0735053,8203802,-16.187044323688074,35.19840271706788
1028-0042,0745347,8207100,-16.157334831607486,35.29428326094572
1028-0043,0745305,8201032,-16.211999690519583,35.29452142666404
1028-0044,0734704,8199555,-16.225304228160745,35.19556335234117
