ft_facility_code,UTM_lat,UTM_long,latitude,longitude
1005-0023,0635903,8443464,-14.027852971979064,34.25851253814938
1005-0024,0633758,8447013,-13.995876922870227,34.23848100459481
1005-0025,0628329,8434278,-14.110617193114654,34.18881294649445
1005-0026,0646762,8429716,-14.151720289745084,34.35978432124271
1005-0027,0642313,8435223,-14.102103178992675,34.31828572711967
1005-0028,0642801,8425368,-14.190894743307197,34.323318701945354
1005-0029,0636613,8416513,-14.270675994098893,34.26642965638014
1005-0030,0637211,8406203,-14.36356612830747,34.27249518934105
1005-0031,0626691,8410082,-14.328617328911177,34.1747658084263
1005-0032,0617983,8416373,-14.271937060191778,34.093756083084145
1005-0033,0643978,8409191,-14.336645306548055,34.33508109918524
1005-0034,0643978,8409191,-14.336645306548055,34.33508109918524
1006-0000,0583603,8453262,-13.939573634537895,33.77394110739775
1006-0001,0583655,8453357,-13.938717694231793,33.77441960473627
1006-0002,0586073,8453313,-13.939114140911611,33.79680360686629
1006-0003,0588613,8454435,-13.92900504253397,33.820279787399734
1006-0004,0591814,8466768,-13.817885558362889,33.84950440315796
1006-0005,0595211,8454837,-13.925383098542168,33.88133799828173
1006-0006,0588219,8451580,-13.954728302203257,33.816723275746284
1006-0007,0589084,8451610,-13.954458009936454,33.82472981883815
1006-0008,0576474,8449487,-13.973585948270037,33.708053077380306
1006-0009,0576078,8451072,-13.959305276377219,33.70434342952187
1006-0010,0584231,8458927,-13.888532481458935,33.779583374727835
1006-0011,0584617,8460418,-13.875098679493645,33.78311059869374
1006-0012,0583522,8464335,-13.83980673688452,33.772860598153464
1006-0013,0600329,8468185,-13.805118496295126,33.92823147486126
1006-0014,0586935,8477784,-13.718631542991448,33.804025780349214
1006-0015,0577120,8481592,-13.68432135774173,33.71315275675202
1006-0016,0560249,8483009,-13.671554106559132,33.55711727715083
1006-0017,0569124,8477357,-13.722478753319319,33.63931783523282
1006-0018,0564919,8471772,-13.772799563707238,33.60055616628117
1006-0019,0558081,8475132,-13.742525986652195,33.53723185434006
1006-0020,0554406,8465182,-13.832175234148885,33.50343219279765
1006-0021,0548389,8472501,-13.766231262811518,33.447630931423724
1006-0022,0572403,8460429,-13.874999525977715,33.67007853606509
1006-0023,0580635,8466132,-13.823615838814828,33.74609615361377
1006-0024,0587343,8466111,-13.823805077427604,33.80816010000189
1006-0025,0583164,8453633,-13.936230959374193,33.7698663223973
1006-0026,0585522,8450252,-13.96669342243708,33.79179726003326
1006-0027,0616661,8437449,-14.082046883693668,34.08060294788922
1006-0028,0608449,8440304,-14.056323713818971,34.004433489203926
1006-0029,0618313,8455764,-13.917031125046131,34.09512156446915
1006-0030,0621354,8459324,-13.88495585087555,34.123111096694124
1006-0031,0619084,8447446,-13.991975424148583,34.10261308411417
1006-0032,0605226,8451126,-13.958818909210681,33.974174828187834
1006-0033,0597960,8442989,-14.032132184169514,33.90720032553077
1006-0034,0590752,8436109,-14.094119828778018,33.84067920527493
1006-0035,0594163,8423319,-14.209355118676093,33.87271398126158
1006-0036,0597839,8421013,-14.230131650405246,33.906863403727634
1006-0037,0583600,8432485,-14.12677136245485,33.774541524205155
1006-0038,0580661,8432807,-14.123870192053143,33.74730434161403
1006-0039,0581487,8426987,-14.176307203022944,33.75512965522745
1006-0040,0583468,8424961,-14.1945610204336,33.773548046530856
1006-0041,0576594,8413270,-14.299893935848626,33.710175509052334
1006-0042,0572002,8407616,-14.350834802302934,33.66775147518897
1006-0043,0570986,8423005,-14.212184083041468,33.657926648161464
1006-0044,0568932,8433832,-14.11463509872488,33.63861751494487
1006-0045,0554715,8487217,-13.6336398467232,33.50586554602408
1006-0046,0540849,8433787,-14.115040502754642,33.3784498692837
1006-0047,0548313,8444260,-14.020680492734328,33.447415991245045
1006-0048,0548354,8449022,-13.977775489582834,33.44771261215835
1006-0049,0537871,8454286,-13.930347406980983,33.35057969006412
1006-0050,0541534,8450226,-13.966927584783303,33.38454891034925
1006-0051,0559407,8452101,-13.950034057453065,33.54998417514841
1006-0052,0569648,8455024,-13.92369813625477,33.64471732805713
1006-0053,0532017,8465222,-13.83181482172035,33.29626342405428
1006-0054,0540381,8468609,-13.801298087567659,33.37360848441122
1006-0055,0539662,8477470,-13.721460585095157,33.3668319192505
1006-0056,0544764,8494549,-13.567578032945889,33.41375112576027
1006-0057,0549459,8482447,-13.676617730503752,33.45735534985181
1006-0058,0542931,8462760,-13.853997317592528,33.397290275239044
1006-0059,0585614,8446759,-13.99816492982406,33.79275669781227
1006-0060,0579985,8455925,-13.915580239848948,33.74037369629803
1006-0061,0585030,8454466,-13.928725717927412,33.787113712357666
1006-0062,0584736,8454998,-13.92393244621667,33.784376199965614
1006-0063,0581773,8452867,-13.943132537001542,33.75701283971155
1006-0064,0581773,8452867,-13.943132537001542,33.75701283971155
1007-0000,0492175,8493842,-13.573948152614587,32.927671391211014
1007-0001,0527971,8479631,-13.701989945522552,33.25868205601984
1007-0002,0527758,8484744,-13.655921671969038,33.25666228517242
1007-0003,0514860,8484871,-13.654777395949072,33.13740157184444
1007-0004,0511978,8516574,-13.369129916360817,33.11062170811094
1007-0005,0502718,8502352,-13.497272222754935,33.02511518010218
1007-0006,0485200,8499517,-13.522815884232758,32.863228893025855
1007-0007,0487714,8474380,-13.74930148227996,32.88635322297556
1007-0008,0524396,8461006,-13.869800743992457,33.22578102136253
1007-0009,0487714,8474380,-13.74930148227996,32.88635322297556
1007-0010,0515659,8511057,-13.418838999354007,33.14464686507705
1007-0011,0506634,8463517,-13.847176783654453,33.06139080709541
1007-0012,0499130,8479278,-13.705170480072915,32.99195390843851
1007-0013,0495664,8506279,-13.461889463905855,32.959939882839436
1007-0014,0499217,8518411,-13.352578213315228,32.99276916437861
1007-0015,0508697,8494014,-13.572398418963278,33.08038821561376
1007-0016,0518695,8500985,-13.509589047475544,33.172756305756764
1007-0017,0518871,8475128,-13.742562005919428,33.174553555260424
1007-0018,0504674,8476637,-13.72896591514179,33.04323128362137
1007-0019,0508079,8464739,-13.836166626691128,33.074759262448815
1007-0020,0532965,8445923,-14.005697081662866,33.30526353046896
1007-0021,0529357,8455767,-13.91700373085212,33.271748957708986
1008-0000,0676200,8361562,-14.765764197945428,34.63694877513215
1008-0001,0677462,8363521,-14.748114671153845,34.64853680807415
1008-0002,0676614,8347030,-14.89668949670862,34.64178017826398
1008-0003,0688420,8356235,-14.813758230072484,34.750823998252805
1008-0004,0686745,8362510,-14.757223710570893,34.73481603486211
1008-0005,0705239,8366223,-14.723772566639568,34.906265200163276
1008-0006,0699146,8360521,-14.77514428029774,34.85012825745797
1008-0007,0691056,8380060,-14.599106741246903,34.77357696697288
1008-0008,0686231,8352033,-14.85161580845505,34.73079092692188
1008-0009,0690310,8340675,-14.953944902003952,34.769522585332936
1008-0010,0685424,8413732,-14.295733652389675,34.71898164401146
1008-0011,0699893,8340228,-14.957972671884248,34.85862827754759
1008-0012,0696449,8341272,-14.948566658795071,34.82653777403283
1008-0013,0699615,8332444,-15.028101530915757,34.85664866529255
1008-0014,0698394,8318284,-15.155673280161695,34.84639681129285
1008-0015,0691379,8331973,-15.032344430309786,34.780106582171385
1008-0016,0696531,8328964,-15.059453823046017,34.82824145118223
1008-0017,0670528,8353141,-14.84163263356604,34.58481963770405
1008-0018,0701503,8348134,-14.88674446221023,34.87297624387844
1008-0019,0676338,8337614,-14.981521901204813,34.63985855318945
1008-0020,0670896,8332257,-15.02978478344084,34.58962117997789
1008-0021,0679219,8329641,-15.053353569744926,34.667199254941465
1008-0022,0670851,8385728,-14.548039492481637,34.58570278904643
1008-0023,0674029,8385253,-14.552319176898823,34.61522127595863
1008-0024,0671095,8374657,-14.647784430062558,34.58868204128894
1008-0025,0675774,8372316,-14.668875949012419,34.63227201716286
1008-0026,0678759,8370520,-14.68505719179479,34.66010503944331
1008-0027,0653252,8404174,-14.381847156745648,34.42134402609761
1008-0028,0657259,8399113,-14.42744519758191,34.458794857725245
1008-0029,0868995,8384264,,,
1008-0030,0657860,8394803,-14.466276787669301,34.46462266172374
1008-0031,0667235,8380978,-14.59083487312601,34.552450146769765
1008-0032,0665398,8377178,-14.625071145002211,34.535639102318214
1008-0033,0676200,8361562,-14.765764197945428,34.63694877513215
1008-0034,0672991,8322109,-15.121211425980912,34.60978984088219
1008-0035,0667587,8367855,-14.709067093078017,34.55655067985634
1008-0036,0666016,8397610,-14.440986992319592,34.540100864008366
1008-0037,0680568,8394026,-14.47327813506625,34.67529949081045
1008-0038,0688347,8338952,-14.969467953422306,34.75140245877731
1009-0002,0543560,8901068,-9.904479053105643,33.397342746920245
1009-0003,0561668,8882352,-10.07314010930011,33.5628042244623
1009-0004,0562519,8864419,-10.234743991725818,33.57085689803904
1009-0005,0575542,8874555,-10.143403213152007,33.6895673029897
1009-0006,0576989,8879618,-10.097777745709381,33.70267599233035
1009-0007,0570396,8866233,-10.21839712575123,33.642745446528224
1009-0008,0572510,8848631,-10.377017255925672,33.66237719015699
1009-0009,0514332,8945268,-9.506162012338294,33.13057932658588
1009-0010,0505480,8938508,-9.567081488241008,33.04993736079131
1009-0011,0512344,8952048,-9.44506215840892,33.112446733401775
1009-0012,0503645,8959306,-9.379654517151574,33.033197629661075
1009-0013,0496363,8954797,-9.420288740487115,32.96687136810656
1009-0014,0522113,8941533,-9.539820941856677,33.20149175278549
1009-0015,0528392,8942760,-9.528763515779135,33.25869677204098
1009-0016,0537413,8949164,-9.471052145576122,33.340834626764206
1009-0017,0527276,8950836,-9.45598444429046,33.24847584982022
1009-0018,0544054,8938614,-9.56612624781812,33.40144453054947
1009-0019,0540939,8931722,-9.628235129508553,33.373127287464925
1009-0020,0563986,8925487,-9.684423190746129,33.58327337280899
1009-0021,0574025,8922324,-9.71292721541554,33.67483820447259
1009-0022,0565274,8930441,-9.639779165850824,33.59493547633713
1009-0023,0557046,8930252,-9.641482371537444,33.519946815814386
1009-0024,0549680,8919098,-9.741998897284729,33.45294562732809
1009-0025,0542613,8898632,-9.926431366592487,33.38873046781099
1009-0026,0529158,8927857,-9.663065420187463,33.265780830695775
1009-0027,0529158,8927857,-9.663065420187463,33.265780830695775
1010-0000,0599828,8899727,-9.916563766023772,33.9106056765364
1010-0001,0599828,8899727,-9.916563766023772,33.9106056765364
1010-0002,0567240,8906638,-9.854284261989195,33.61324541682259
1010-0003,0584749,8900901,-9.905984056856132,33.77304350576509
1010-0004,0589298,8899126,-9.921979704461036,33.81457416459214
1010-0005,0608177,8887408,-10.02757775015382,33.98708960113932
1010-0006,0613395,8875574,-10.134220627820532,34.03503752130589
1010-0007,0621318,8863113,-10.246513286358738,34.10773494789292
1010-0008,0621519,8857933,-10.293192826022361,34.109732707324135
1010-0009,0628609,8858229,-10.290525501052935,34.17446080700863
1010-0010,0632257,8851494,-10.351217827872112,34.208000813148935
1010-0011,0632630,8849121,-10.372602025992071,34.211489283816974
1010-0012,0636922,8846839,-10.393166215841482,34.25076925315622
1010-0013,0595345,8908718,-9.835540113175497,33.86950354825956
1010-0014,0593434,8902488,-9.891682633225656,33.85222165029807
1010-0015,0595856,8920467,-9.729661997045653,33.873886642483576
1010-0016,0580473,8919767,-9.735970124877058,33.73366750212451
1010-0017,0591796,8923990,-9.697913778581325,33.836796934792524
1010-0018,0589053,8933906,-9.608553590020898,33.811580068568716
1010-0019,0585037,8939948,-9.554104635533285,33.77485933140594
1010-0020,0576619,8936793,-9.582536671484016,33.6982164565279
1010-0021,0621640,8845163,-10.408269216994084,34.111242384753616
1010-0022,0627867,8840601,-10.449379446167558,34.168274393577796
1010-0023,0632702,8837563,-10.476756202940605,34.21254957211877
1010-0024,0628960,8831967,-10.52718398829763,34.17855352366348
1011-0000,0689015,8665659,-12.025803415446871,34.73621358373396
1011-0001,0676837,8669679,-11.989579537790458,34.624167150874584
1012-0000,0611554,8732682,-11.42186299391119,34.02257173588834
1012-0004,0612003,8734113,-11.408968192062177,34.0266407390422
1012-0005,0610787,8733696,-11.412725788566428,34.01550923177125
1012-0006,0608597,8736819,-11.384584255712165,33.995339207896855
1012-0007,0608414,8731993,-11.428071576147918,33.99381326793911
1012-0008,0596319,8743094,-11.328039716303591,33.88264203497123
1012-0009,0607386,8741009,-11.34682788201791,33.98411150721429
1012-0010,0608095,8749544,-11.26991824320166,33.99034417550526
1012-0011,0597846,8737385,-11.379483925313675,33.89679447852014
1012-0012,0597661,8730527,-11.441281685557668,33.89529261284236
1012-0013,0589905,8735054,-11.400488656188532,33.82407823577278
1012-0014,0581305,8740350,-11.352766044979214,33.74513059649241
1012-0015,0576209,8726223,-11.480065056692608,33.698741493540126
1012-0016,0569079,8733656,-11.413086038104268,33.63322228757834
1012-0017,0573339,8741217,-11.344953423220367,33.672110534537254
1012-0018,0567001,8752396,-11.244218385776023,33.61381460671411
1012-0019,0557286,8750122,-11.264709637638948,33.52485274553901
1012-0020,0554498,8758921,-11.185420766910537,33.49917363818367
1012-0021,0562835,8763747,-11.141932979510658,33.5754481254259
1012-0022,0589788,8762340,-11.154611745130211,33.8223065197078
1012-0023,0586094,8772832,-11.06006653402998,33.78822427528583
1012-0024,0578056,8768786,-11.09652574918388,33.71472588509779
1012-0025,0600022,8777138,-11.021264386382471,33.91560983725764
1012-0026,0604353,8784510,-10.954833716261605,33.95503883037432
1012-0027,0596654,8764271,-11.137211238210433,33.88512984001844
1012-0028,0611564,8734466,-11.405787288268344,34.022605850487274
1012-0029,0599734,8759601,-11.179293324359701,33.91346460104608
1012-0030,0602447,8725254,-11.488796847476658,33.939320471426996
1012-0031,0611710,8733027,-11.418754185332277,34.023990418634
1012-0032,0613198,8733290,-11.416384293421688,34.03762002136885
1012-0033,0610651,8733099,-11.41810538141116,34.01428184932403
1012-0034,0611688,8732654,-11.422115304221826,34.02380082951704
1013-0000,0560616,8700164,-11.714881879749107,33.55624303621342
1013-0001,0534089,8668950,-11.996146863956424,33.31314185918151
1013-0002,0561620,8716258,-11.569859639682772,33.56516303222867
1013-0003,0532117,8724396,-11.496528131482043,33.29449620327856
1013-0004,0548826,8708976,-11.635477490763911,33.44792716574734
1013-0005,0574676,8642620,-12.23339993426271,33.6865668065996
1013-0006,0566781,8635080,-12.30134046126119,33.614141030967396
1013-0007,0547845,8680028,-11.896324984959554,33.43934143965115
1013-0008,0546743,8646164,-12.20146595556102,33.429707474362274
1013-0009,0540500,8744449,-11.315829574103672,33.37112826279738
1013-0010,0536306,8650863,-12.159124574800547,33.33370875163734
1013-0011,0569666,8619374,-12.442861517857617,33.64101630993666
1013-0012,0577019,8695685,-11.755241787423525,33.70686085585664
1013-0013,0559858,8728984,-11.455185589292512,33.54878063442979
1013-0014,0586016,8624632,-12.395483754343381,33.79130494145076
1013-0015,0580448,8633580,-12.314856493835457,33.73985857091403
1013-0016,0552893,8647497,-12.18945467883309,33.48622107134039
1013-0017,0566230,8607700,-12.548051035030296,33.6096483906397
1013-0018,0585005,8605617,-12.566820072694167,33.782519275294696
1013-0019,0572771,8651098,-12.157007095543065,33.6688616825768
1013-0020,0616691,8616021,-12.473074320631047,34.07378814917187
1013-0021,0959505,8634462,,,
1013-0022,0545779,8733312,-11.416185810039996,33.419649150671745
1013-0023,0564084,8644390,-12.217450970758938,33.589153174746514
1013-0024,0587202,8690648,-11.800629694349519,33.80044318829281
1013-0025,0578285,8660809,-12.069503719457268,33.719305654355885
1013-0026,0582321,8682590,-11.873239255622309,33.75584180987464
1013-0027,0574717,8704951,-11.671746587927805,33.685528947213804
1013-0028,0539106,8691487,-11.793069474780136,33.35896111060077
1013-0029,0549133,8736691,-11.385737471191254,33.450346170052164
1013-0030,0563632,8684655,-11.854631789268167,33.58421368587112
1013-0031,0551861,8658279,-12.092300903505388,33.47656184934079
1013-0032,0563632,8684655,-11.854631789268167,33.58421368587112
1013-0033,,,
1013-0034,,,
1014-0000,0641508,8717474,-11.558902873219928,34.29773097894095
1014-0001,0641508,8717474,-11.558902873219928,34.29773097894095
1014-0002,0610847,8689656,-11.809568634848066,34.0174965871325
1014-0003,0620727,8680621,-11.890981879859037,34.10850483863548
1014-0004,0610424,8652568,-12.143761511069938,34.01486080132027
1014-0005,0614193,8673158,-11.95822964804749,34.04877563827521
1014-0006,0613765,8661634,-12.062070041287953,34.04524550435213
1014-0007,0627246,8692680,-11.782319887917469,34.16789206836878
1014-0008,0619016,8687194,-11.831753488569127,34.09256094066157
1014-0009,0634517,8702749,-11.691589122515566,34.234212996917144
1014-0010,0643368,8707563,-11.64821060518863,34.31520343972028
1014-0011,0637386,8710302,-11.623529500551772,34.260225279393076
1014-0012,0603599,8706521,-11.657599539119945,33.95045144268825
1014-0013,0617314,8703115,-11.688290908765481,34.07638111331658
1014-0014,0617839,8709510,-11.630665928176475,34.080974630739135
1014-0015,0620884,8712857,-11.60050626932463,34.10878460212281
1014-0016,0622255,8720551,-11.531175781167597,34.12108235919662
1014-0017,0623485,8745444,-11.306863884155296,34.13147089612445
1014-0018,0627520,8740150,-11.354568589164957,34.168631251044076
1014-0019,0630486,8723589,-11.503800454627257,34.19643407437104
1014-0020,0632060,8712439,-11.604272992556767,34.21129518519043
1014-0021,0625458,8726699,-11.475776135267976,34.15022504937888
1014-0022,0618212,8725812,-11.483768829476587,34.08383125397436
1014-0023,0631929,8757571,-11.197586234117546,34.20837462400677
1014-0024,0622541,8759482,-11.180365836288974,34.12233294929479
1014-0025,0587188,8711222,-11.615238959183653,33.79978173402362
1014-0026,0581096,8651785,-12.150816747058041,33.74535790439668
1014-0027,0636689,8748357,-11.280614737435553,34.25232381065926
1014-0028,0633124,8776018,-11.03135724343842,34.21862816446144
1014-0029,0634335,8771467,-11.072367197733058,34.22988275856719
1015-0000,0603089,8790575,-10.900180527567915,33.94329921291254
1015-0001,0609032,8798568,-10.82815351431018,33.99743502855566
1015-0002,0614139,8796242,-10.84911378415032,34.04422172708297
1015-0003,0612260,8794031,-10.869037683539789,34.02710133713622
1015-0004,0613611,8808595,-10.737797261572736,34.039009439591524
1015-0005,0614179,8814082,-10.68835212318584,34.04403405718293
1015-0006,0621512,8827619,-10.566365428966467,34.11063652085511
1015-0007,0630529,8818757,-10.646224261676263,34.19335051252372
1015-0008,0628022,8828219,-10.560958669196612,34.170109985895216
1015-0009,0633618,8938877,-9.563756551002783,34.21750859180183
1015-0010,0617240,8783075,-10.967764930259417,34.07301368294266
1015-0011,0607980,8792891,-10.879310490339508,33.987980223322495
1015-0012,0557083,8804635,-10.773481824681253,33.52212618036263
1015-0013,0564767,8802775,-10.790242849979952,33.59244044435707
